person_writing,type,key,name,write_up,notes
,"persName type=""author""",#hhj,Helen Hunt Jackson,N/A,
,"persName type=""seaman""",#hcar,Henry Carnes,N/A,
Rachel,"persName type=""author""",#hth,Henry David Thoreau,N/A,http://plato.stanford.edu/entries/thoreau/
Rachel,persName,#hkr,Henry H. Kronenberg,N/A,http://coehp.uark.edu/COEHP_History_Book.pdf
,persName,#meara,Henry O'Meara,N/A,
EA,persName,#hpe,Henry Penry,N/A,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GSln=Penry&GSbyrel=all&GSdyrel=all&GSst=6&GScnty=224&GScntry=4&GSob=n&GRid=89059278&df=all& http://www.santabarbaraca.gov/civicax/filebank/blobdload.aspx?BlobID=17817
Rachel,"persName type=""author""",#hwag,Henry Raup Wagner,N/A,"http://www.oac.cdlib.org/findaid/ark:/13030/kt7b69r7x6/

http://www.library.yale.edu/cataloging/rarebookteam/wagbiog.htm#top"
,"persName type=""author""",#hrei,Henry Reichlen,N/A,
,persName,#htal,Henry Talbot,N/A,
N/A,"persName type=""author""",#hwa,Henry Wellington Wack,N/A,
Rachel,persName,#hepburn,Hepburn,N/A,
N/A,"name type=""fictional""",#julfather,Her father,N/A,
Rachel,"persName type=""nativeamerican""",#flo,Her mother,N/A,
Rachel,"persName type=""author""",#editorher,Herald Editor,N/A,
Rachel,persName,#hgr,Herbert Gregg,N/A,"http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH18980313.2.102

http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH18980920.2.164&e=-------en--20--1--txt-txIN------

http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH18980830.2.149"
,"persName type=""author""",#hermel,Herman Melville,N/A,
Rachel,"persName type=""frontiersman""",#hal,Hernando de Alarcón,N/A,"http://www.fofweb.com/History/MainPrintPage.asp?iPin=EEXI015&DataType=WorldHistory&WinType=Free 

http://books.google.com/books?id=6YNV2xWm-6MC&pg=PA179&lpg=PA179&dq=%22alar-con%22+%22son+of+the+sun%22&source=bl&ots=teqLYP-i5b&sig=E4AJrTI_P0O4s7oHkCPYMLnZcdE&hl=en&sa=X&ei=rYV2U7_VHJDMsQTV3YAg&ved=0CCsQ6AEwAA#v=onepage&q=alarcon&f=false

https://archive.org/details/greatreconnaissa001685mbp"
N/A,"persName type=""frontiersman""",#hig,Higgins,N/A,
Rachel,persName,#hin,Hinchman,N/A,
,persName,#hired2,Hired2,N/A,
,persName,#hired3,Hired3,N/A,
N/A,persName,#hobbs,Hobbs,N/A,
,"persName type=""frontiersman""",#holl,Hollister,N/A,
Rachel,"persName type=""author""",#htho,Howard Thompson,N/A,http://www.nytimes.com/2002/03/13/arts/howard-thompson-82-writer-of-mini-reviews-for-the-times.html
,"persName type=""nativeamerican""",#chowwid,Hunilla,N/A,
,persName,#idmeng,Idelle Meng,N/A,
,persName,#ignacia,Ignacio,N/A,
Rachel,"name type=""fictional""",#inch,Inchworm,N/A,
Rachel,persName,#int,Interviewee,N/A,
,persName [no type],#irw,Irwin,N/A,
N/A,persName,#ibon,Isaac (Ike) Bonilla,N/A,
,"persName type=""author""",#ihstrudwick,Ivan H. Strudwick,N/A,
Rachel,"persName type=""author""",#jbr,J. C. Brewster,N/A,
Rachel,"persName type=""author""",#jho,J. C. Holland,N/A,"http://books.google.com/books?id=EsspAAAAYAAJ&pg=PA608&lpg=PA608&dq=%22J.+C.+Holland%22+%22scribner%27s+monthly%22&source=bl&ots=flGNVbb49f&sig=8Kqu9WejIczMzEu2I3ycK9ZTcgg&hl=en&sa=X&ei=eBqZU-EejJrIBPOWgoAK&ved=0CB0Q6AEwAA#v=onepage&q=%22J.%20C.%20Holland%22%20%22scribner's%20monthly%22&f=false

http://www.newspapers.com/newspage/71336154/"
Rachel,persName,#jdbrown,J. D. Brown,N/A,
Rachel,persName,#jdmcguire,J. D. McGuire,N/A,https://www.google.com/search?q=Mrs.+T.+B.+Bishop&rlz=1C1ASUM_enUS472US472&oq=Mrs.+T.+B.+Bishop&aqs=chrome..69i57.572j0j7&sourceid=chrome&es_sm=122&ie=UTF-8#q=%22J.+D.+McGuire%22+american+anthropological+association
N/A,persName,#jgou,J. E. Gould,N/A,
Rachel,persName,#jfry,J. Fryer,N/A,http://archive.org/stream/jstor-659179/659179_djvu.txt
,"persName type=""author""",#jhra,J. H. Rawlins,N/A,
Rachel,persName,#jhwoods,J. H. Woods,N/A,
EA,persName,#jgar,J. M. Garretson,N/A,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=13901696 https://books.google.com/books?id=kIUWAQAAIAAJ&pg=PA54&lpg=PA54&dq=%22j.+m.+garretson%22+santa+barbara&source=bl&ots=lUUnu2tzL2&sig=Mx7rmP5LiMEOuC4oElbjYKOM6X0&hl=en&sa=X&ved=0ahUKEwij9oHzuNPMAhWBQCYKHaxXBToQ6AEIKjAC#v=onepage&q=%22j.%20m.%20garretson%22%20santa%20barbara&f=false http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH19021116.2.215
Rachel,"persName type=""author""",#jnb,J. N. B.,N/A,
,"persName type=""author""",#jrpilcher,J. R. Pilcher,N/A,
Rachel,"persName type=""author""",#jbro,J. Ross Browne,N/A,"http://www.oac.cdlib.org/findaid/ark:/13030/kt3s20369w/

http://www.libraryireland.com/biography/JohnRossBrowne.php

http://www.gutenberg.org/files/39918/39918-h/39918-h.htm"
Rachel,persName,#jtgoodman,J. T. Goodman,N/A,
Rachel,persName,#jco,J. Todd Cook,N/A,"http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH18980920.2.164&e=-------en--20--1--txt-txIN------

http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH18980920.1.9&e=-------en--20--1--txt-txIN------"
,persName,#libbey,J.F. Libbey,N/A,
N/A,"persName type=""seaman""",#jack,Jack,N/A,
Rachel,persName,#jiman,Jack Iman,N/A,
Rachel,"persName type=""author""",#jsc,Jack Warner Schaefer,N/A,http://www.kirjasto.sci.fi/schaef.htm
,persName,#jluth,Jacob Luther,N/A,
,persName,#jani,Jacob Nidever,N/A,
Rachel,"persName type=""author""",#jhi,Jamake Highwater,N/A,"http://www.nytimes.com/2001/06/16/arts/jamake-highwater-american-indian-author.html

http://articles.latimes.com/2001/jun/09/local/me-8404"
Rachel,persName,#jamw,James Abbott McNeill Whistler,N/A,"http://www.britannica.com/EBchecked/topic/641961/James-McNeill-Whistler/7894/The-move-to-London

http://www.metmuseum.org/toah/hd/whis/hd_whis.htm"
Rachel,persName,#jcl,James B. Clark,N/A,"http://books.google.com/books?id=kW8j6sHvrewC&pg=PA88&lpg=PA88&dq=james+b+clark+director+obituary+July+19,+2000&source=bl&ots=UzpOA-vWCX&sig=IW5xA6cjc47xemxVfA9yDnfbz7M&hl=en&sa=X&ei=9_-IU-fpH-nksASQ5YHoAQ&ved=0CDcQ6AEwAQ#v=onepage&q=james%20b%20clark%20director%20obituary%20July%2019%2C%202000&f=false"
N/A,"persName type=""frontiersman""",#bre,James Breck,N/A,
Rachel,"persName type=""author""",#jre,James E. Reynolds,N/A,"http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH19041224.2.138

http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH18900320.2.5#

http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH19080312.2.165.2#"
EA,"persName type=""author""",#jbar,James L. Barker,N/A,https://archive.org/stream/historyofsantaba00maso/historyofsantaba00maso_djvu.txt
Rachel,"persName type=""author""",#jgi,James M. Gibbons,N/A,https://archive.org/stream/californian04holdrich#page/n795/mode/2up/search/%22james+m+gibbons%22
Rachel,"persName type=""author""",#jmhu,James Mason Hutchings,N/A,"http://www.yosemite.ca.us/library/hutchings_california_magazine/

http://www.nps.gov/yose/historyculture/hutchings.htm"
Rachel,"persName type=""author""",#jme,James Meade,N/A,
,persName,#jpomeroy,James P. Pomeroy,N/A,
,persName [no type],#jshaw,James Shaw,N/A,
,persName [no type],#jvila,James Vila,N/A,
Rachel,"persName type=""author""",#jkl,Jane Klove,N/A,"http://www.imdb.com/name/nm0460139/

http://www.nytimes.com/movies/person/97661/Jane-Klove"
Rachel,"persName type=""author""",#mjmc,Jane McDougall,N/A,"http://books.google.com/books?id=Y21mAAAAMAAJ&pg=PT143&lpg=PT143&dq=Ohio+%22state+representative%22+%22John+McDougall%22&source=bl&ots=-E7_j5AGDG&sig=wV6OQHUqX06TG6zsvC64M917fT0&hl=en&ei=v9sETN7FFsWBlAfMxd3WBg&sa=X&oi=book_result&ct=result&resnum=3&ved=0CD4Q6AEwAg#v=onepage&q=Ohio%20%22state%20representative%22%20%22John%20McDougall%22&f=false

http://en.wikipedia.org/wiki/John_McDougall_(California_politician)"
,persName,#jrosenthal,Jane Rosenthal,N/A,
Rachel,persName,#jma,Jayne Mansfield,N/A,"http://life.time.com/icons/jayne-mansfield-rare-photos-of-a-pop-culture-icon/#1

http://www.nytimes.com/movies/person/45173/Jayne-Mansfield/biography

http://www.imdb.com/name/nm0543790/"
Rachel,persName,#jfa,Jean Fairbanks Merrill,N/A,"http://www.nytimes.com/2012/08/12/books/jean-merrill-childrens-book-writer-dies-at-89.html?_r=0

http://thinkprogress.org/alyssa/2012/08/13/680391/remembering-jean-merrill-and-her-political-childrens-books/

https://secureapps.libraries.psu.edu/PACFTB/bios/biography.cfm?AuthorID=1568

http://www.lib.usm.edu/legacy/degrum/public_html/html/research/findaids/merrill,jean.htm

http://pabook.libraries.psu.edu/palitmap/bios/Merrill__Jean.html"
Rachel,"persName type=""author""",#jhe,Jean Hedger,N/A,
,persName,#arnold,Jeanne E. Arnold,N/A,
,persName,#jleer,Jeff Leer,N/A,
Rachel,"persName type=""author""",#jje,Jesse D. Jennings,N/A,http://www.nasonline.org/publications/biographical-memoirs/memoir-pdfs/jennings-jesse.pdf
Rachel,"persName type=""author""",#jmas,Jesse D. Mason,N/A,
Rachel,persName,#jch,Jesus Christ,N/A,
N/A,"persName type=""frontiersman""",#joa,Joaquin the Portuguese,N/A,
Rachel,"persName type=""frontiersman""",#jmeek,Joe Meek,N/A,http://books.google.com/books?id=Vzcg8jpuZHoC&pg=PA130&lpg=PA130&dq=Joe+Meek+george+nidever&source=bl&ots=N_RpWp1D7L&sig=K8wVzxieW3M1bcQkzZbAf2R5ySc&hl=en&sa=X&ei=Npt7U96IGISNyASTnILgAg&ved=0CDoQ6AEwAA#v=onepage&q=Meek&f=false
EA,persName,#jri,Joe Rich,N/A,http://santabarbarafreemasons.org/?page_id=1859 https://books.google.com/books?id=V-IeAQAAIAAJ&pg=PA344&lpg=PA344&dq=joseph+rich+santa+barbara+masonic+lodge&source=bl&ots=XxJyROnr6N&sig=6Iur8O3-unCg5yrXaQf-_Hk9BY8&hl=en&sa=X&ved=0ahUKEwjfieCR0M7MAhWCYyYKHQ6pAYIQ6AEIMjAD#v=onepage&q=joseph%20rich%20santa%20barbara%20masonic%20lodge&f=false https://secure.findagrave.com/cgi-bin/fg.cgi?page=gr&GSln=Rich&GSiman=1&GSst=6&GSsr=801&GRid=89159926&
,persName [no type],#joh,Johanne Öhlbrecht,N/A,
Rachel,"persName type=""author"" ",#jcom,John Adams Comstock,N/A,"http://www.oac.cdlib.org/findaid/ark:/13030/c8d50ns4/entire_text/

https://archive.org/stream/bulletinofsouthe4041sout#page/n7/mode/2up/search/comstock

http://islapedia.com/index.php?title=COMSTOCK,_John_Adams"
Rachel,persName,#jbrow,John Browne,N/A,
Rachel,"persName type=""investor""",#byrant,John Bryant,N/A,"http://oasis.lib.harvard.edu/oasis/deliver/~bak00113  

http://www.masshist.org/collection-guides/view/fa0253

http://www.sturgislibrary.org/wp-content/uploads/2014/04/williamsturgisfamilypapers.pdf

http://www.library.hbs.edu/hc/heard/manuscript-collections.html"
N/A,persName,#capp,John Cappinger,N/A,
,persName,#dillon,John Dillon,N/A,
Rachel,"persName type=""author""",#jbe,John E. Bennett,N/A,
Rachel,persName,#jhu,John F. Hughs,N/A,
Rachel,persName,#jrock,John F. Rock,N/A,
Rachel,persName,#jke,John Keys,N/A,
Rachel,"persName type=""seaman""",#jla,John Laing,N/A,https://archive.org/details/avoyagetospitzb00laingoog
Rachel,persName,#jmc,John McDougall,N/A,http://books.google.com/books?id=Y21mAAAAMAAJ&pg=PT143&lpg=PT143&dq=Ohio+%22state+representative%22+%22John+McDougall%22&source=bl&ots=-E7_j5AGDG&sig=wV6OQHUqX06TG6zsvC64M917fT0&hl=en&ei=v9sETN7FFsWBlAfMxd3WBg&sa=X&oi=book_result&ct=result&resnum=3&ved=0CD4Q6AEwAg#v=onepage&q=Ohio%20%22state%20representative%22%20%22John%20McDougall%22&f=false
Rachel,persName,#jne,John Newbery,N/A,"http://www.britannica.com/EBchecked/topic/412839/John-Newbery

http://www.childrensliteraturenetwork.org/birthbios/brthpage/07jul/7-19nwby.html

http://www.bl.uk/reshelp/findhelpsubject/literature/chillit/childhist/childhistorical.html

http://www.ala.org/alsc/awardsgrants/bookmedia/newberymedal/aboutnewbery/aboutnewbery"
,persName,#jnid,John Nidever (nephew),N/A,
Rachel,persName,#jog,John Ogan,N/A,
EA,persName,#jste,John P. Stearns,N/A,http://www.stearnswharf.org/history.php http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH19020308.2.147
,"persName type=""author""",#jparkington,John Parkington,N/A,
,persName,#jrowe,John Rowe,N/A,
,persName [no type],#jscri,John Scrimiger,N/A,
Rachel,persName,#jto,John Torry,N/A,
,persName,#jwd,John W. Daniel,N/A,
,"persName type=""author""",#jwood,John Woodward,N/A,
Rachel,"persName type=""seaman""",#cjo,Johnson,N/A,
N/A,persName,#johnson,Johnson,N/A,
,persName,#johnson2,Johnson,N/A,
,persName,#erlandson,Jon Erlandson,N/A,
,persName,#meyerstein,Jos. Meyerstein,N/A,
Rachel,persName,#jose,José,N/A,
N/A,"persName type=""nativeamerican""",#jos,José a Cal. indian,N/A,
,persName,#arrell,Jose Arrellago,N/A,"http://mchsmuseum.com/spgovernors.html
https://www.jstor.org/stable/41167737?seq=3#page_scan_tab_contents p.259
https://books.google.com/books?id=Ow91AAAAMAAJ&pg=PA205&lpg=PA205&dq=governor+Arrillaga&source=bl&ots=YTf19RhxpC&sig=0kEhibuuGRh7OHSBpy_k6_XBmQ4&hl=en&sa=X&ved=0ahUKEwiKm-Wm2LrSAhUFeSYKHZh5BbMQ6AEIUDAN#v=onepage&q=governor%20Arrillaga&f=false p. 205-6
http://www.hmdb.org/marker.asp?marker=64313
http://www.athanasius.com/camission/inez.htm
 "
EA,persName,#jfl,Jose Flores,N/A,https://songsofthewilderness.wordpress.com/2013/12/06/trail-quest-the-trails-of-leo-flores-part-1/ http://ohp.parks.ca.gov/pages/1067/files/casita%20flores.pdf
Rachel,persName,#jor,Jose Manuel Ortega,N/A,
Rachel,"persName type=""nativeamerican""",#jpo,"Jose Polo, aka Poroi",N/A,
Rachel,persName,#jval,José Valenzuela,N/A,
EA,persName,#jhow,Joseph Howard,N/A,http://cappellonoel.com/the-howard-canfield-building/ http://www.ancestry.com/genealogy/records/joseph-howard_126809660
Rachel,"persName type=""author""",#jkr,Joseph Krumgold,N/A,
,"persName type=""author""",#jlchartkoff,Joseph L. Chartkoff,N/A,
Rachel,"persName type=""author""",#walcott,Josephine Walcott,N/A,
Rachel,"persName type=""investor""",#jmar,Josiah Marshall,N/A,"http://books.google.com/books?id=ZSkTAAAAYAAJ&pg=PA22&lpg=PA22&dq=%22Dixey+Wildes%22+%22paragon%22+%22marshall%22&source=bl&ots=xOP0WbmD-F&sig=AUuuj2LjGc0KD98yLjhoarFnlnc&hl=en&sa=X&ei=IqCwU_eZLI-SyASe9IDQAw&ved=0CB8Q6AEwAQ#v=onepage&q=%22Dixey%20Wildes%22%20%22paragon%22%20%22marshall%22&f=false

http://184.168.105.185/archivegrid/collection/data/24131402

http://books.google.com/books?id=r76fAAAAMAAJ&pg=PA176&lpg=PA176&dq=%22Dixey+Wildes%22+%22paragon%22+%22marshall%22&source=bl&ots=faBuavIqMk&sig=aRSd7XFb3SQf9iMEV544c4YtJDI&hl=en&sa=X&ei=IqCwU_eZLI-SyASe9IDQAw&ved=0CB0Q6AEwAA#v=onepage&q=%22Dixey%20Wildes%22%20%22paragon%22%20%22marshall%22&f=false"
,persName,#joy,Joy,N/A,
,persName,#clevenger,Joyce M. Clevenger,N/A,
Rachel,persName,#jua,Juan,N/A,
N/A,persName,#juanie,Juanie,N/A,
N/A,persName,#juarez,Juarez,N/A,
N/A,persName,#judge,Judge,N/A,
Rachel,persName,#judge2,Judge,N/A,http://www.newadvent.org/cathen/02284d.htm
EA,persName,#can,Judge Canfield,N/A,http://cappellonoel.com/the-howard-canfield-building/ http://image1.findagrave.com/cgi-bin/fg.cgi?page=gr&GSln=Canfield&GSiman=1&GScnty=224&GRid=14043598& http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=SFC18991204.2.45
EA,persName,#chuse,Judge Charles E. Huse,N/A,http://www.independent.com/news/2007/nov/01/question-what-can-you-tell-me-about-charles-huse/ https://www.jstor.org/stable/41170804?seq=1#page_scan_tab_contents
EA,persName,#hcr,Judge H. G. Crane,N/A,http://www.rootsweb.ancestry.com/~cagha/biographies/c/crane-h-g.txt https://books.google.com/books?id=UMssAQAAMAAJ&pg=PA88&lpg=PA88&dq=judge+h.+g.+crane+santa+barbara&source=bl&ots=t--bcrGAoy&sig=WX1MbXaSlCAbyghv77bfekKVOxw&hl=en&sa=X&ved=0ahUKEwiIhZDm3c3MAhVBKCYKHaeUBowQ6AEINjAG#v=onepage&q=judge%20h.%20g.%20crane%20santa%20barbara&f=false
Rachel,"persName type=""author""",#jsad,Judy Sadler,N/A,
Rachel,persName,#julian,Julian,N/A,
Rachel,persName,#jpa,Julie Payne,N/A,"http://www.imdb.com/name/nm1447580/

http://news.google.com/newspapers?id=LcEUAAAAIBAJ&sjid=3uADAAAAIBAJ&pg=3010,6041646"
,persName,#blatch,Justice Blatchford,N/A,
Rachel,"persName type=""author""",#jwi,Justin Wintle,N/A,
Rachel,persName,#justo,Justo,N/A,
N/A,"name type=""fictional""",#karmikwife,Karmik's wife,N/A,
,"persName type=""author""",#kbrew,Kathleen Brewste,N/A,
,"persName type=""author""",#conti,Kathleen Conti,N/A,
Rachel,"persName type=""author""",#kbo,Katie Borden,N/A,http://sbseasons.com/blog/tag/katie-borden/
Rachel,persName,#keel,Keelerodge,N/A,
,persName,#kdixon,Keith Dixon,N/A,
Rachel,persName,#kellogg,Kellogg,N/A,
Rachel,persName,#kel,Kelly,N/A,
,"persName type=""author""",#kelp,Kelp,N/A,
Rachel,persName,#kent,Kentuckian,N/A,
,"persName type=""author""",#kkchartkoff,Kerry Kona Chartkoff,N/A,
N/A,"persName type=""frontiersman""",#kincaid1,Kincaid,N/A,
N/A,"persName type=""frontiersman""",#kincaid2,Kincaid,N/A,
N/A,"persName type=""seaman""",#kni,Knight,N/A,
Rachel,persName,#lcr,L. C. Craig,N/A,"http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH18980914.1.7&e=-------en--20--1--txt-txIN------

http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=LAH18980914.2.128"
Rachel,"persName type=""military""",#lha,L. L. Hanchett,N/A,
Rachel,persName,#llejeal,L. Lejeal,N/A,http://scans.library.utoronto.ca/pdf/7/16/t1journalsociamer01soci/t1journalsociamer01soci.pdf
,persName,#raab,L. Mark Raab,N/A,
,"persName type=""author""",#lrleg,L. R. Legier,N/A,
Rachel,persName,#lvpan,L. van Panhuys,N/A,
,persName,#laperouse,La Pérouse,N/A,
Rachel,"persName type=""seaman""",#lar,Larco,N/A,
Rachel,persName,#larr,Larrentree,N/A,
Rachel,persName,#ldo,Larry Domasin,N/A,http://www.imdb.com/name/nm0231315/
,persName,#pierson,Larry J. Pierson,N/A,
,"persName type=""author""",#lwilcoxon,Larry Wilcoxon,N/A,
Rachel,"persName type=""missionfather""",#lgo,Leandro Gonzalez,N/A,
Rachel,"persName type=""author""",#lli,Leo Lionni,N/A,http://www.randomhousekids.com/brand/leo-lionni/about-leo-lionni/; http://www.aiga.org/medalist-leolionni/
EA,persName,#lto,Leo Tover,N/A,http://www.imdb.com/name/nm0869860/bio?ref_=nm_ov_bio_sm http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=6079693
Rachel,"persName type=""author""",#lwe,Leonard Weisgard,N/A,http://www.leonardweisgard.com/biography.htm
,persName,#lbor,Leroy Borland,N/A,
,persName,#levy,"Lévy, D.",N/A,
Rachel,persName,#lcp,Lily Calkins Parsons,N/A,
,persName [no type],#lljackson,Lincoln L. Jackson,N/A,
Rachel,persName,#lki,Linda King,N/A,http://scahome.org/publications/proceedings/Proceedings.03Johnson.pdf
,"persName type=""author""",#lking,Linda King,N/A,
EA,persName,#lob,Lobero,N/A,https://www.lobero.com/?history=1924-2 https://www.lobero.com/?history=1924-2
N/A,persName,#lwhusband,Lone woman's husband,N/A,
,"persName type=""nativeamerican""",#lwmother,Lone woman's mother,N/A,
Rachel,persName,#lmor,Loretta Morgan,N/A,
Rachel/Sara,"persName type=""author""",#lbe,Lowell Bean,N/A,"http://www.californiaindianeducation.org/community/obituaries/2011/katherine_siva_saubel/;http://www.palmspringslife.com/Palm-Springs-Life/May-2008/Rearview-Learning-Firsthand/
http://www.malkimuseum.org/founding_biocont.htm

http://www.malkimuseum.org/board&staff.htm; diss abstracts"
Rachel,persName,#lano,Lucy A. Noyes,N/A,
,persName [no type],#lditt,Ludwig Dittman,N/A,
,persName,#argu,Luis Antonio Arguello,N/A,"http://www.jstor.org.pallas2.tcl.sc.edu/stable/41169633?Search=yes&resultItemClick=true&searchText=Luis&searchText=Antonio&searchText=Arguello&searchUri=%2Faction%2FdoBasicSearch%3Famp%3D%26amp%3D%26amp%3D%26amp%3D%26acc%3Don%26wc%3Don%26Query%3DLuis%2BAntonio%2BArguello%26group%3Dnone%26fc%3Doff&seq=5#page_scan_tab_contents (pages 25 and 29)
https://www.nps.gov/nr/travel/american_latino_heritage/mission_santa_ines.html
http://missionsantaines.org/history-summary"
Rachel,"name type=""fictional""",#lur,Lurai,N/A,
N/A,"name type=""fictional""",#lural,Lural,N/A,
Rachel,"persName type=""author""",#lni,Luther Nichols,N/A,"http://www.firstamendmentcenter.org/%E2%80%98howl%E2%80%99-obscenity-prosecution-still-echoes-50-years-later

http://books.google.com/books?id=dwoEAAAAMBAJ&pg=PA11&lpg=PA11&dq=%22Luther+Nichols%22+san+francisco+chronicle&source=bl&ots=aJw3UQRm67&sig=Q1f38T6hRGN-BTRgoeDMlt_YoBE&hl=en&sa=X&ei=j1yKU4KiMqTnsASQgIGYDg&ved=0CF8Q6AEwCw#v=onepage&q=%22Luther%20Nichols%22&f=false"
N/A,"persName type=""author"" ",#mwhi,M. A. Whipple,N/A,http://www.amazon.com/The-California-Indians-Source-Book/dp/0520020316
,"persName type=""author""",#mchall,M. C. Hall,N/A,
,persName,#cass,M. Cassand,N/A,
,persName,#charmes,M. Charmes,N/A,
,"persName type=""author""",#mgbaille,M. G. Baille,N/A,
,persName,#bouchier,M. J.-B. Bouchier,N/A,
Rachel,"persName type=""author""",#mlab,M. LaB.,N/A,
,persName,#gourhan,M. Lerio-Gourhan,N/A,
,persName,#lorq,M. Lorquin,N/A,
Rachel,persName,#more,M. Moreenhaut,N/A,
,persName,#seiler,M. Seiler,N/A,
,persName,#vaumean,M. Vauvert e Méan,N/A,
,"persName type=""author""",#mdoetraglia,M.D. Petraglia,N/A,
Rachel,persName,#mmc,Mae McCrea,N/A,
Rachel,persName,#fma,Magellan,N/A,http://www.britannica.com/EBchecked/topic/356525/Ferdinand-Magellan
,persName,#duncan,Major J.K. Duncan,N/A,
Rachel,persName,#mbe,Mama Bellini,N/A,
N/A,persName,#man21,Man21,N/A,
N/A,"persName type=""frontiersman""",#man,Manuel,N/A,
Rachel,"persName type=""nativeamerican""",#mch,Manuel Chimuyash,N/A,
Rachel,persName,#manu,Manuela,N/A,
Rachel,"persName type=""nativeamerican""",#mla,Manuela Lawi,N/A,
Rachel,"persName type=""author""",#mro,Margaret Romer,N/A,"http://books.google.com/books?id=W7Yx-kaejSYC&pg=RA1-PA26&lpg=RA1-PA26&dq=%22margaret+romer%22+%22southern+california+quarterly%22&source=bl&ots=HSgQ8AHtVQ&sig=le4eEKwFEjct4LZ0qoNWWV9aQpA&hl=en&sa=X&ei=ll6XU8PJEoOkyASJ4oLYDA&ved=0CCcQ6AEwAQ#v=onepage&q=%22margaret%20romer%22%20%22southern%20california%20quarterly%22&f=false

http://media.proquest.com/media/pq/classic/doc/1793072181/fmt/ai/rep/SPDF?_s=ZoWQiXvkBNV%2FOHL9qpIJ%2FGmWeoY%3D

http://archive.today/FP31"
,persName [no type],#mwhit,Margaret Whitfield,N/A,
Rachel,"persName type=""author""",#mbrown,Margaret Wise Brown,N/A,http://www.lib.usm.edu/legacy/degrum/public_html/html/research/findaids/DG1129f.html
,persName [no type],#codero,Maria Codero,N/A,
,persName [no type],#mjdi,Maria Juana Dittman,N/A,
Rachel,"persName type=""author""",#mpe,Maria Perschy,N/A,http://www.imdb.com/name/nm0675413/
